Podcast,Show,Series,Episode,Title,Speaker,Date,Scripture,Description,YouTube,AudioFile,Spotify,Bulletin,Artwork
The Sunday Sermon,The Sunday Sermon,Colossians,12,How Can I Say Thank You?,Rev. Kevin Nelson,6/9/2019,Colossians 3:15-17,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Trusting God,Rev. Preston Graham,6/16/2019,Proverbs 3:3-8,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,,"Impact Week, Love, and the World We All Long For",Rev. Craig Luekens,6/23/2019,1 Corinthians 13:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,,Anointed!,Rev. Preston Graham,6/30/2019,1 Corinthians 12:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,"How Could We Ever Approach God?! In Jesus - Our Pure, Perpetual, and Perfect Priest",Rev. Craig Luekens,7/7/2019,Hebrews 7:1-28,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Self Stuffed With Itself,Rev. Jeff Hutchinson,7/14/2019,Luke 12:13-34,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Institution of Eldership: An Ancient and Cherished Institution,Rev. Preston Graham,7/21/2019,Exodus 18:13-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Colossians,13,Christ in a World of Lords,Rev. Kevin Nelson,7/28/2019,Colossians 3:17-4:6,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Covenant Life Explored Part 1: The Means and Ends,Rev. Preston Graham,8/4/2019,Genesis 17:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Covenant Life Explored Part 2: Salvation by Offspring,Rev. Preston Graham,8/11/2019,Genesis 17:9-21,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Is Faith Laughable?,Rev. Preston Graham,8/18/2019,Genesis 17:15-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Becoming What We Worship: How God is Re-making Us into the Image of Christ,Rev. Craig Luekens,8/25/2019,Hebrews 8:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"The ""Other"" Covenant: The Blessing of Ishmael Wherein All Work Matters to God",Rev. Preston Graham,9/1/2019,Genesis 17:18-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,"Our Guilty Conscience, Christ's Redemption, and the Great ""Once-For-All""",Rev. Craig Luekens,9/8/2019,Hebrews 9:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"When Fear is Wise, and When it Isn't",Rev. Preston Graham,9/15/2019,Proverbs 1:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,Ecclesiastes,1,Under the Sun,Rev. Jeff Hutchinson,9/22/2019,Ecclesiastes 1,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,1,Rejoice and Tremble: The King of Kings is in Our Midst,Rev. Preston Graham,9/29/2019,Matthew 1:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,2,A Birth Fit for a Savior-King,Rev. Preston Graham,10/6/2019,Matthew 1:18-25,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Everything is Different Now,Rev. Craig Luekens,10/13/2019,Hebrews 9:11-28,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,3,Reactions to Christ,Rev. Preston Graham,10/20/2019,Matthew 2:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,4,Christ as Resident Alien,Rev. Preston Graham,10/27/2019,Matthew 2:13-23,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Have You Been Perfected?,Rev. Craig Luekens,11/3/2019,Hebrews 10:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,5,Repentance Accomplished and Applied,Rev. Preston Graham,11/10/2019,Matthew 3:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,6,A Baptism that Saves,Rev. Preston Graham,11/17/2019,Matthew 3:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Ecclesiastes,2,Silver and Gold,Rev. Jeff Hutchinson,11/24/2019,Ecclesiastes 2:1-26,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2019,1,Songs of the Christ: Extravagantly Adoring the King,Rev. Craig Luekens,12/1/2019,Psalm 45:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2019,2,Songs of the Christ: The Word of Our Salvation,Rev. Preston Graham,12/8/2019,Psalm 119:169-176,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2019,3,Songs of the Christ: Qui Transtulit Sustinet,Rev. Jeff Hutchinson,12/15/2019,Psalm 80,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2019,4,Songs of the Christ: And God Laughed! Let Us Receive the Christ Rejoicing and Trembling,Rev. Preston Graham,12/22/2019,Psalm 2,,,,,,
The Sunday Sermon,The Sunday Sermon,Ecclesiastes,3,Eternity in Our Hearts,Rev. Jeff Hutchinson,12/29/2019,Ecclesiastes 3,,,,,,
The Sunday Sermon,The Sunday Sermon,,,2020 Is Just Beginning: Be Strong and Courageous!,Rev. Jorge Barro,1/5/2020,Joshua 1:1-9,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Let Us Not Shrink Back: The Patient Boldness of the Christian,Rev. Craig Luekens,1/12/2020,Hebrews 10:19-39,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,,Are YOU Essential to the Gospel?,Rev. Preston Graham,1/19/2020,"1 Corinthians 12:1-4, 11-25",,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,7?,Thy Kingdom Came… Come… Coming!,Rev. Preston Graham,1/26/2020,Matthew 7:14,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,8,"The Kingdom of God, Part 2: A Time for Testing",Rev. Preston Graham,2/2/2020,Matthew 4:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,9,The Missionary Calling to the Church,Rev. Preston Graham,2/9/2020,Matthew 4:17-25,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Do We Live in Tents? Risky Faith in the Promises of God,Rev. Craig Luekens,2/16/2020,Hebrews 11:1-16,,,,,,
The Sunday Sermon,The Sunday Sermon,,,What Does It Mean?,Rev. Jeff Hutchinson,2/23/2020,Ephesians 4:1-16,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,10,To Whom Does the Kingdom of God Come?,Rev. Preston Graham,3/1/2020,Matthew 5:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Of What Story Are You Worthy?,Rev. Craig Luekens,3/8/2020,Hebrews 11:17-40,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,11,Christ and Culture as Salt and Light,Rev. Preston Graham,3/15/2020,Matthew 5:13-16,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Of What Shall I Be Afraid?,Rev. Preston Graham,3/22/2020,Romans 8:31-38,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Where is God and What Is He Doing!?,Rev. Preston Graham,3/29/2020,John 9:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,,,A Call to Patient Faith,Rev. Preston Graham,4/5/2020,Hebrews 10:35-39,,,,,,
The Sunday Sermon,The Sunday Sermon,Easter,,How Can We Rejoice During an Age like COVID-19? (An Easter Consolation),Rev. Preston Graham,4/12/2020,"Philippians 3:7-11, 4:4-13",,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,12,The Perfect Law Perfected,Rev. Preston Graham,4/19/2020,Matthew 5:17-26,,,,,,
The Sunday Sermon,The Sunday Sermon,Ecclesiastes,4,A Handful of Quietness,Rev. Jeff Hutchinson,4/26/2020,Ecclesiastes 4,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,13?,"Pretender Righteousness: Why ""Fake It Till You Make It"" Is Terrible Advice for the Christian",Rev. Preston Graham,5/3/2020,"Matthew 6:1-6, 16-18",,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,What Race Are You Running?,Rev. Craig Luekens,5/10/2020,Hebrews 12:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,14,"The Antidote for Prayerless Praying? ""Hallowed Be Thy Name""",Rev. Preston Graham,5/17/2020,Matthew 6:7-10,,,,,,
The Sunday Sermon,The Sunday Sermon,Ecclesiastes,5,Occupied with Joy,Rev. Jeff Hutchinson,5/24/2020,Ecclesiastes 5,,,,,,
The Sunday Sermon,The Sunday Sermon,,,George Floyd: How to Respond?,Rev. Preston Graham,5/31/2020,James 1:12-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,15,Is Christ Enough?,Rev. Preston Graham,6/7/2020,Matthew 6:5-13,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms?,,Conquering Chaos,Jerry Ornelas,6/14/2020,"Psalm 93:1-5, 94:17-22",,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms?,,The Threefold Shelter of God,Jefferson Bennett,6/21/2020,Psalm 46,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,16?,Splinters and Planks,Rev. Preston Graham,6/28/2020,Matthew 7:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,Ecclesiastes,6,Who Knows?,Rev. Jeff Hutchinson,7/5/2020,Ecclesiastes 6,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Do We Realize Where We've Come?,Rev. Craig Luekens,7/12/2020,Hebrews 12:18-29,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,17,When Giving is Taking for the Sake of the Kingdom,Rev. Preston Graham,7/19/2020,"Matthew 7:6-66, 13:45",,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,18,"It's That Easy: Ask and It's Granted! (But only the ""good things"")",Rev. Preston Graham,7/26/2020,Matthew 7:7-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,19,"Easy, But Hard!",Rev. Preston Graham,8/2/2020,"Matthew 7:13-14, 21-23",,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,20,Life from the Perspective of Judgement Day,Rev. Preston Graham,8/9/2020,Matthew 7:21-29,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,,Street Level Theology,Jerry Ornelas,8/16/2020,Psalm 121,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,21,Do You Believe in Miracles?,Rev. Preston Graham,8/23/2020,Matthew 8:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Hebrews,,Living Sacrifices Pleasing to God,Rev. Craig Luekens,8/30/2020,Hebrews 13:1-25,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,22,Follow After? (Nachfolge?),Rev. Preston Graham,9/6/2020,Matthew 8:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,23,The Antidote for Cowardly Faith,Rev. Preston Graham,9/13/2020,Matthew 8:23-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,1,Living in Exile,Rev. Craig Luekens,9/20/2020,Daniel 1:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,24,Demons… not Gods!,Rev. Preston Graham,9/27/2020,Matthew 8:28-34,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,2,Livin in Exile Part 2,Rev. Jerry Ornelas,10/4/2020,Daniel 1:8-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,25,The Ultimate Benefit,Rev. Preston Graham,10/11/2020,Matthew 9:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,26,Calling All Levi's of the World,Rev. Preston Graham,10/18/2020,Matthew 9:9-13,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,3?,You Have But One Lord (and your kings have feet of clay),Rev. Craig Luekens,10/25/2020,"Daniel 2:17-24, 31-49",,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,27,The Ending of Fasting,Rev. Preston Graham,11/1/2020,Matthew 9:14-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,28,"In Search of True Shepherds, Part 1",Rev. Preston Graham,11/8/2020,Matthew 9:18-38,,,,,,
The Sunday Sermon,The Sunday Sermon,1 Corinthians,,"Behold, I Tell You a Mystery!",Rev. Jeff Hutchinson,11/15/2020,1 Corinthians 1:15,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,29,"Christ the True Shepherd Part 2: ""In-With-Through""",Rev. Preston Graham,11/22/2020,Matthew 10:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2020,1,Ancient Births Fulfilled: Samson and the Birth of a Deliverer,Rev. Preston Graham,11/29/2020,Judges 13,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2020,2,Ancient Births Fulfilled: The Birth of a Prophet and the Way Yahwek Rules,Rev. Jerry Ornelas,12/6/2020,1 Samuel 2:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2020,3,Ancient Births Fulfilled: The Birth of a Legacy,Rev. Preston Graham,12/13/2020,"Genesis 17:15-21, 18:1-3, 18:9-15",,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2020,4,Ancient Births Fulfilled: The Coming of the End,Rev. Craig Luekens,12/20/2020,Luke 1:5-25,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2020,5,Ancient Births Fulfilled: The Birth (and Rebirth) of a Nation,Rev. Jeff Hutchinson,12/27/2020,Genesis 25:19-26,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,4,Storms Are the Triumph of His Art,Rev. Jerry Ornelas,1/3/2021,Daniel 3:1-30,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Can We Desire Vengeance?,Rev. Preston Graham,1/10/2021,,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,5,"Whose Power Do You Trust? Pride, Deceit, and the Wisdom of the Cross",Rev. Craig Luekens,1/17/2021,Daniel 4:1-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,30,"In Search of Good Shepherds, Part 2: Apostolic Succession",Rev. Preston Graham,1/24/2021,Matthew 10:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,31,The Calling of Christ's Sheep to His Under-Shepherds,Rev. Preston Graham,1/31/2021,"Matthew 10:5-15, 37-42",,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,6,Uncontested Dominion: The Lesson the Living Are to Learn,Jerry Ornelas,2/7/2021,Daniel 4:24-5:1,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,32,Are YOU the One? (And John isn't the only one asking!),Rev. Preston Graham,2/14/2021,Matthew 11:1-19,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,33,Christian Life… Easy?,Rev. Preston Graham,2/21/2021,Matthew 11:20-30,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,7,Have You Read the Writing on the Wall?,Rev. Craig Luekens,2/28/2021,Daniel 4:37-5:31,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,34,When Forms Become Elements… A Sabbath Thing!,Rev. Preston Graham,3/7/2021,Matthew 12:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,35,The Truly ONLY Unforgiveable Sin,Rev. Preston Graham,3/14/2021,Matthew 12:15-32,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,,God's Plan,,3/21/2021,Isaiah 2:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,8?,Every Knee Shall Bow and Tongue Confess that Jesus is Lord,Rev. Jerry Ornelas,3/28/2021,Daniel 6:22-28,,,,,,
The Sunday Sermon,The Sunday Sermon,Holy Week,,How The Resurrection Changes Everything! (The Story of Abraham),Rev. Preston Graham,4/4/2021,Genesis 22:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,9,Which Kingdom Do You Serve?,Rev. Craig Luekens,4/11/2021,Daniel 7:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"God's Word as Light, Right, and Might in the Fight",Jefferson Bennett,4/18/2021,Psalm 119:105-112,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,10,The Battle of Receiving the Kingdom,Rev. Craig Luekens,4/25/2021,Daniel 7:15-28,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"The Destroyer of the ""Gods""",Rev. Preston Graham,5/2/2021,"John 14:8-28, 15:18-25",,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,11?,A Sober and Durable Discipleship,Rev. Jerry Ornelas,5/9/2021,Daniel 8:23-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,36?,"The Sacred, If Ironic, Endless Assembly",Rev. Preston Graham,5/16/2021,Matthew 16:13-28,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Walk by Faith & Not by Sight: Assurance in the Midst of Uncertainty,Rev. Jefferson Bennett,5/23/2021,Habakkuk 2:2-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,37,"Peter's Remarkable Declaration, Christ's Stunning Rebuke: The Problem with Counterfeit God's Revealed",Rev. Preston Graham,5/23/2021,Matthew 16:13-28,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,12,Desperation and Confidence as We Wait for Redemption,Rev. Craig Luekens,5/30/2021,Daniel 9:1-27,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Good Shepherd,Rev. Preston Graham,6/6/2021,John 10:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Walk by Faith & Not by Sight: Assurance in the Midst of Uncertainty,Rev. Jefferson Bennett,6/13/2021,Habakkuk 2:2-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,38,Ascension Applied,Rev. Preston Graham,6/20/2021,Matthew 17:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Imagining Pentacostal Power… Today?,Rev. Preston Graham,6/27/2021,Acts 16:1-40,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,13,Cosmic Conflict & Earthly Toil,Rev. Jerry Ornelas,7/4/2021,Daniel 10:1-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,39,Faith,Rev. Preston Graham,7/11/2021,Matthew 17:14-20,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,40,A Tragic but Salvific Irony,Rev. Preston Graham,7/18/2021,Matthew 17:22-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Daniel,14?,Living in the Light of the End,Rev. Craig Luekens,7/25/2021,Daniel 12:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,41,"""The Esteemed Ones"": A Very Different Perspective in Light of Eternity",Rev. Preston Graham,8/1/2021,Matthew 18:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,1,Hosea's Message,Rev. Jerry Ornelas,8/8/2021,Hosea 1:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,2,From Dust to Daisies (aka How Israel's Faithlessness Fertilized the Garden of Gospel),Rev. Jefferson Bennett,8/15/2021,Hosea 2:1-23,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,42,The Christian Response to Injustice,Rev. Preston Graham,8/22/2021,Matthew 18:15-20,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,3,The Surprising Gospel,Rev. Craig Luekens,8/29/2021,Hosea 3:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,43,The Gospel Absurdity of Holding an Unforgiving Grudge,Rev. Preston Graham,9/5/2021,Matthew 18:21-35,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Pastoral Calling: The Run for an Imperishable Wreath,Rev. Preston Graham,9/12/2021,1 Corinthians 9:1-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,4,Why Does the Land Mourn?,Rev. Jerry Ornelas,9/19/2021,Hosea 4:1-19,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,5,"Stop, Drop, & Roll Out: The Reckoning & Rescuing of Jesus Christ from a House on Fire",Rev. Jefferson Bennett,9/26/2021,Hosea 5:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Your Inner Friend in Prayer,Rev. John Smed,10/3/2021,Romans 8:26-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,44,"A Strange & Compelling Grace: Marriage, Divorce, and Singleness",Rev. Preston Graham,10/10/2021,Matthew 19:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,6,Integrity and the Magnificent Wonders of Returning to God,Rev. Craig Luekens,10/17/2021,Hosea 6:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Faithful Elder,Rev. Preston Graham,10/24/2021,2 Timothy 2:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,7,Half-Baked Religion and the Gospel,Rev. Jerry Ornelas,10/31/2021,Hosea 6:10-7:16,,,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,8,"You Reap What You Sow, Not What You Say: Why Hypocrites Cannot Escape Hell",Rev. Jefferson Bennett,11/7/2021,Hosea 8:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,45,When Self-Reliance Condemns Us,Rev. Preston Graham,11/14/2021,Matthew 19:13-30,,,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,46?,Power and Mercy BOTH,Rev. Preston Graham,11/21/2021,Matthew 20:17-34,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2021,1,Desires Fulfilled: There is Hope in the Darkness,Rev. Jerry Ornelas,11/28/2021,Isaiah 9:1-7 ,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2021,2,Desires Fulfilled: The King Has Come (but not the one we wanted!),Rev. Craig Luekens,12/5/2021,1 Samuel 8:1-22,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2021,3,Desires Fulfilled: Joy While Waiting,Ben Sheldon,12/12/2021,Zephaniah 3:9-20,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2021,4,Desires Fulfilled: Comfort for the Discomforted,Rev. Jefferson Bennett,12/19/2021,Isaiah 40:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2021,5,Desires Fulfilled: The Birth of Our Long Awaited Advocate,Rev. Preston Graham,12/26/2021,Exodus 32:9-14,,https://youtu.be/ZTjHOissJAM,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,9,Rejoice Not: Just Punishment & the Bad News of the Good News,Rev. Craig Luekens,1/2/2022,Hosea 9:1-17,,https://youtu.be/b1Kyaj4Nu5A,,,,
The Sunday Sermon,The Sunday Sermon,,,Finding Fullness,Rev. Brandon Farquhar,1/9/2022,Colossians 2:6-15,,https://youtu.be/HhCkfh5laW8,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,47,Donkey or Warhorse? A Triumph Not of This World,Rev. Preston Graham,1/16/2022,Matthew 21:1-11,,https://youtu.be/_h5iUcA6Luw,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,10,The Great Threat to Your Soul and The Remedy,Rev. Jerry Ornelas,1/23/2022,Hosea 10:1-15,,https://youtu.be/2I4e1VaQCq8,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,48,"Temple Restoration, Then & Now",Rev. Preston Graham,1/30/2022,Matthew 21:10-17,,https://youtu.be/2vuFmuXjDcY,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,11,I Got You: The Hell or High Water Love of an Altogether Different Kind of Father,Rev. Jefferson Bennett,2/6/2022,Hosea 11:1-11,,https://youtu.be/iH0akAuGNi0,,,,
The Sunday Sermon,The Sunday Sermon,,,Some Kind of Zombie,Rev. Greg Hills,2/13/2022,Mark 5:1-20,,https://youtu.be/myYgusrZJp4,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,49,The Grave Danger of Religiosity without Religion,Rev. Preston Graham,2/20/2022,Matthew 21:18-44,,https://youtu.be/YAJgk3tosY8,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,12?,The Great Story: God with His People,Benjamin Sheldon,2/27/2022,Hosea 12:2-14,,https://youtu.be/vadtK3X3Ug0,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,50?,"Many Are Called, Few Chosen",Rev. Preston Graham,3/6/2022,Matthew 22:1-14,,https://youtu.be/Do-7XTHJn0I,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,51,The Rise of Culture to the Demise of Christ,Rev. Preston Graham,3/13/2022,Matthew 22:15-22,,https://youtu.be/xyG5DyQHF2E,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,13?,A Cow Even Chick-Fil-A Hates & The Gospel,Rev. Jerry Ornelas,3/20/2022,Hosea 13:1-15,,https://youtu.be/-g55vE6OVNY,,,,
The Sunday Sermon,The Sunday Sermon,Hosea,14?,"Anger, Aweigh! Return fo God, Receive His Love & Set Sail for His Country",Rev. Jefferson Bennett,3/27/2022,Hosea 13:16-14:9,,https://youtu.be/jwXIsdXPi94,,,,
The Sunday Sermon,The Sunday Sermon,,,"Nothing Now Can Be the Same: Judgement, Repentance, and the Glory of God",Rev. Craig Luekens,4/3/2022,John 12:20-36,,https://youtu.be/ApY217pBTyo,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,52?,Christ's Preparation for Burial and False Pietism Exposed,Rev. Preston Graham,4/10/2022,Matthew 26:1-16,,https://youtu.be/uZD9Pjisf3g,,,,
The Sunday Sermon,The Sunday Sermon,Matthew,53?,Two Resurrection Fears: Is Yours the Guards' or Disciples'?,Rev. Preston Graham,4/17/2022,Matthew 28:1-15,,https://youtu.be/ac50zaH_hMw,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,1,The Church: The Story We Have Lost,Rev. Jerry Ornelas,4/24/2022,1 Thessalonians 1:1,,https://youtu.be/MBEUXUedmrs,,,,
